page_id	text	label	Pattern Category
103	104	['Opt - kayoed of data appeal (opt - out button be hidden in background )']	1	Data Transparency Compliance
104	105	['Accept cooky to use our site (admit tertiary - company tracking cookies )']	1	Data Transparency Compliance
105	106	['By signing up, you hold to our secrecy policy (policy allows blanket data deal )']	1	Data Transparency Compliance
106	107	['Opt - out of datum collection (opt - out clit equal conceal in circumstance )']	1	Data Transparency Compliance
107	108	['Accept cooky to use our land site (let in third - party tracking cookies )']	1	Data Transparency Compliance
108	109	['By contract up, you harmonize to our privacy policy (insurance allows extensive data sharing )']	1	Data Transparency Compliance
109	110	['Confound opt - come out outgrowth makes it difficult to cancel subscription.']	1	Subscription Trickery
110	111	['Intersection listing video display misleading information astir availability.']	1	Misleading Product Information
111	112	['Website shares user data without clear consent.']	1	Privacy Intrusion
112	113	['Forced write up creative activity required to access checkout.']	1	Forced Account Creation
113	114	['Website limits user options by prominently feature sure products.']	1	Limited User Choice
114	115	['Juke countdown timer creates pretended urgency to purchase.']	1	Fake Urgency and Scarcity
115	116	['Hidden shipping fees simply reveal at checkout.']	1	Hidden Costs
116	117	['Fake user follow up inflate cartesian product military rating.']	1	Dark Patterns in User Reviews
117	118	['Website lacks transparency regarding data point utilization and seclusion policies.']	1	Data Transparency Compliance
118	119	['Misleading price information hides additional charge until checkout.']	1	Misleading Product Information
119	120	['Web site automatically add unnecessary items to shopping handcart.']	1	User Interface Deception
120	121	['Subscription replacement mechanically enabled by default option.']	1	Subscription Trickery
121	122	['Production specifications intentionally vague to misdirect customer.']	1	Misleading Product Information
122	123	['Opt - out buttons placed in invisible position.']	1	Subscription Trickery
123	124	['User data gather up without clear explanation of purpose.']	1	Privacy Intrusion
124	125	['Checkout time cognitive operation designedly complicated to deter cancellations.']	1	Subscription Trickery
125	126	['Required fields for account creation non intelligibly marked.']	1	Forced Account Creation
126	127	['Limited - time crack falsely claim high requirement for product.']	1	Fake Urgency and Scarcity
127	128	['Additional direction added during checkout process without warn.']	1	Hidden Costs
128	129	['User reviews selectively filtered to only expose prescribed feedback.']	1	Dark Patterns in User Reviews
129	130	['Website percentage user data with third - party advertizer without consent.']	1	Privacy Intrusion
130	131	['Hidden fee revealed just after make out purchase.']	1	Hidden Costs
131	132	"['Product availability incorrectly report as "" low bloodline "" to repel sales.']"	1	Fake Urgency and Scarcity
132	133	['Check out procedure unconscious process intentionally slowed down to admonish cancellation.']	1	Subscription Trickery
133	134	['Account creation postulate to access code basic website feature.']	1	Forced Account Creation
134	135	['Limit options displayed in checkout counter mental process to drive specific purchases.']	1	Limited User Choice
135	136	['Countdown timer reset every clip page is freshen.']	1	Fake Urgency and Scarcity
136	137	['Ship fees non disclosed until after selecting payment method.']	1	Hidden Costs
137	138	['Fake user inspection artificially encourage product ratings.']	1	Dark Patterns in User Reviews
138	139	['Website fails to furnish open information on datum handle practices.']	1	Data Transparency Compliance
139	140	['Pricing data cloud until after merchandise is added to drag.']	1	Misleading Product Information
140	141	"['Misleading "" recommended "" products added to shop go cart by default.']"	1	User Interface Deception
141	142	['Automatic subscription replenishment enable without clear apprisal.']	1	Subscription Trickery
142	143	['Cartesian product description deliberately ambiguous to misguide customers.']	1	Misleading Product Information
143	144	['Opt - away operation for subscription buried in fine print.']	1	Subscription Trickery
144	145	['User data share with partners without explicit consent.']	1	Privacy Intrusion
145	146	['Cancellation cognitive operation requires multiple confirmation steps.']	1	Subscription Trickery
146	147	['Forced bill origination necessary to view intersection prices.']	1	Forced Account Creation
147	148	['Limited - time offer incorrectly claims discount volition die before long.']	1	Fake Urgency and Scarcity
148	149	['Additional charges added at checkout time without explanation.']	1	Hidden Costs
149	150	['Negative reviews suppress or removed from intersection pages.']	1	Dark Patterns in User Reviews
150	151	['Website secrecy insurance hard to locate or understand.']	1	Data Transparency Compliance
151	152	['Pricing details hidden until after user creates describe.']	1	Misleading Product Information
152	153	['Misleading buttons design to trick user into unintended activity.']	1	User Interface Deception
153	154	['Reflexive subscription registration without user consent.']	1	Subscription Trickery
154	155	['Product specifications exaggerated to blow up sensed value.']	1	Misleading Product Information
155	156	['Opt - out cognitive process requires get hold of customer reinforcement.']	1	Subscription Trickery
156	157	['User data sold to tertiary parties without user noesis.']	1	Privacy Intrusion
157	158	['Cancellation operation call for calling client service.']	1	Subscription Trickery
158	159	['Mandatory account existence before access check out procedure.']	1	Forced Account Creation
159	160	['Bound - sentence offer falsely claims low lineage to create urgency.']	1	Fake Urgency and Scarcity
160	161	['Hidden fees only disclosed in okay mark during check out procedure.']	1	Hidden Costs
161	162	['Product review manipulated to supercharge positive ratings.']	1	Dark Patterns in User Reviews
162	163	['Website lacks clear account of information collection practices.']	1	Data Transparency Compliance
163	164	['Precipitation! Limited caudex available.']	1	Fake Urgency and Scarcity
164	165	['Bit tight! Offer ends presently.']	1	Fake Urgency and Scarcity
165	166	['Last hazard! Buy directly or escape out.']	1	Fake Urgency and Scarcity
166	167	['Exclusive plenty for a limited prison term only.']	1	Fake Urgency and Scarcity
167	168	"[""Don river ' tetraiodothyronine young lady this opportunity. Limited amount available.""]"	1	Fake Urgency and Scarcity
168	169	['Special discount rate uncommitted today only.']	1	Fake Urgency and Scarcity
169	170	['Circumscribed time fling. Workshop now!']	1	Fake Urgency and Scarcity
170	171	"[""Urgent: Take your discount at present before information technology ' s too late.""]"	1	Fake Urgency and Scarcity
171	172	"[""Flock expires in 24 time of day. Don ' thyroxine wait!""]"	1	Fake Urgency and Scarcity
172	173	['Articulation nowadays and save 10% on your first leverage.']	1	Fake Urgency and Scarcity
173	174	['Signal up for exclusive softwood and discounts.']	1	Fake Urgency and Scarcity
174	175	['Number at present and pay back free shipping on orders ended $ 50.']	1	Fake Urgency and Scarcity
175	176	['Get 20% turned when you mention a friend.']	1	Fake Urgency and Scarcity
176	177	['Modified quantity available. Steal nowadays!']	1	Fake Urgency and Scarcity
177	178	"[""Don ' triiodothyronine leave out out on our flash sale. Ends today!""]"	1	Fake Urgency and Scarcity
178	179	['Order now to get a free gift with your leverage.']	1	Fake Urgency and Scarcity
179	180	"[""Time be running ko'd! Shop class now for the practiced selection.""]"	1	Fake Urgency and Scarcity
180	181	['Today entirely: Buy single get one gratuitous']	1	Fake Urgency and Scarcity
181	182	['Number tight! Express - clock time offer on select items.']	1	Fake Urgency and Scarcity
182	183	['Get exclusive access code to our dignitary sale.']	1	Fake Urgency and Scarcity
183	184	['Modified pedigree remaining. Buy now or regret later.']	1	Fake Urgency and Scarcity
184	185	['Save bad today with our one - day sale.']	1	Fake Urgency and Scarcity
185	186	"[""Especial offer for our loyal customers. Father ' mt lose it!""]"	1	Fake Urgency and Scarcity
186	187	['Last luck to save up! Sale ends at midnight.']	1	Fake Urgency and Scarcity
187	188	['Hurry! Price move up tomorrow.']	1	Fake Urgency and Scarcity
188	189	['Unlock exclusive peck by signing up for our newsletter.']	1	Fake Urgency and Scarcity
189	190	['Confine - time offer: Extra xv% cancelled headroom items.']	1	Fake Urgency and Scarcity
190	191	"[""Don ' thyroxin delay! Modified blood line available on our bestsellers.""]"	1	Fake Urgency and Scarcity
191	192	['Number now and love l% off your second item.']	1	Fake Urgency and Scarcity
192	193	"[""Net claim! Don ' triiodothyronine miss our end - of - season cut rate sale.""]"	1	Fake Urgency and Scarcity
193	194	['Undivided online offer: xxiv - hour sale.']	1	Fake Urgency and Scarcity
194	195	['Limited - prison term publicity: Buy now and save up.']	1	Fake Urgency and Scarcity
195	196	['Offer valid for a special metre exclusively. Shop right away!']	1	Fake Urgency and Scarcity
196	197	['Stick information technology now or rue later! Limited quantity available.']	1	Fake Urgency and Scarcity
197	198	"[""Save big with our weekend sales agreement. Don ' deoxythymidine monophosphate wait!""]"	1	Fake Urgency and Scarcity
198	199	"[""Don ' mt miss out on our big sale of the twelvemonth!""]"	1	Fake Urgency and Scarcity
199	200	['Bound - meter offer: Extra 20% off with code SAVEBIG.']	1	Fake Urgency and Scarcity
200	201	"[""Claim your discount before information technology ' s besides late.""]"	1	Fake Urgency and Scarcity
201	202	['Get thirty% off when you spend $ 100 surgery more.']	1	Fake Urgency and Scarcity
202	203	['Act fast! Limited caudex available on prime items.']	1	Fake Urgency and Scarcity
203	204	['Today only: Enjoy free cargo ships on all orders.']	1	Fake Urgency and Scarcity
204	205	"[""Crack end tonight! Don ' t miss ko'd.""]"	1	Fake Urgency and Scarcity
205	206	"[""Circumscribed bloodline alert! Order nowadays before information technology ' s gone.""]"	1	Fake Urgency and Scarcity
206	207	['Flash sales agreement: Save up to fifty% on your favorite brands.']	1	Fake Urgency and Scarcity
207	208	['Urgent: Limit - prison term offer. Store forthwith and save.']	1	Fake Urgency and Scarcity
208	209	"[""Hurry! Sale terminate before long. Don ' t girl your prospect to save.""]"	1	Fake Urgency and Scarcity
209	210	['Exclusive email offer: xxiv - 60 minutes sale start directly.']	1	Fake Urgency and Scarcity
210	211	['Limit - sentence go: Bargain now and get a free gift.']	1	Fake Urgency and Scarcity
211	212	['Claim your discount rate before information technology expires!']	1	Fake Urgency and Scarcity
212	213	['Last fortune to save big on your favored products.']	1	Fake Urgency and Scarcity
213	214	"[""Don ' t time lag! Limited quantity available for our best deals.""]"	1	Fake Urgency and Scarcity
214	215	['Hurry! Newsflash sale ending in 3 hour.']	1	Fake Urgency and Scarcity
215	216	['Enactment fast! Special stemma available on select styles.']	1	Fake Urgency and Scarcity
216	217	['Shop now and love free shipping on all order.']	1	Fake Urgency and Scarcity
217	218	"[""Preceptor ' metric ton miss out on our exclusive online cut rate sale.""]"	1	Fake Urgency and Scarcity
218	219	['Limited - time fling: Save 20% on your next leverage.']	1	Fake Urgency and Scarcity
219	220	['Urgent: Last hazard to shop our summer clearance.']	1	Fake Urgency and Scarcity
220	221	['Claim your discount codification before information technology expires!']	1	Fake Urgency and Scarcity
221	222	"[""Don ' thymine wait! Our best sellers personify selling prohibited tight.""]"	1	Fake Urgency and Scarcity
222	223	['Sole email offer: two dozen - hr sale originate now.']	1	Fake Urgency and Scarcity
223	224	['Haste! Special discount rate useable for a limited time.']	1	Fake Urgency and Scarcity
224	225	['Final call! Bargain now and save on your favored brands.']	1	Fake Urgency and Scarcity
225	226	"[""Circumscribed stock alert! Shop at once before it ' s too late.""]"	1	Fake Urgency and Scarcity
226	227	"[""Don ' t neglect out on our biggest sale of the time of year.""]"	1	Fake Urgency and Scarcity
227	228	['Act straight off and get fifteen% off your adjacent lodge.']	1	Fake Urgency and Scarcity
228	229	['Get it now beaver state rue later! Modified time pass.']	1	Fake Urgency and Scarcity
229	230	"[""Claim your discount before it ' s go!""]"	1	Fake Urgency and Scarcity
230	231	['Final chance! Extra xxv% off headroom items.']	1	Fake Urgency and Scarcity
231	232	['Urgent: Circumscribe - time offer. Shop straightaway and deliver swelled.']	1	Fake Urgency and Scarcity
232	233	['Shop now and enjoy loose express transport.']	1	Fake Urgency and Scarcity
233	234	"[""Father ' tetraiodothyronine miss out! Limited stock available on our website.""]"	1	Fake Urgency and Scarcity
234	235	['Set - time promotion: Buy unmatched get ane 50% turned.']	1	Fake Urgency and Scarcity
235	236	['Haste! Sales agreement ends at midnight tonight.']	1	Fake Urgency and Scarcity
236	237	"[""Beat it before information technology ' s too late! Limited quantities available.""]"	1	Fake Urgency and Scarcity
237	238	['Claim your price reduction computer code now before it expires.']	1	Fake Urgency and Scarcity
238	239	"[""Don ' liothyronine delay! Our summer sale ends tomorrow.""]"	1	Fake Urgency and Scarcity
239	240	['Act tight! Limited breed available on popular point.']	1	Fake Urgency and Scarcity
240	241	['Exclusive online pass: xxiv - hour flash sale.']	1	Fake Urgency and Scarcity
241	242	['Last fortune to shop our leaping headroom event.']	1	Fake Urgency and Scarcity
242	243	"[""Urgent: Limited - clip offer. Don ' tonne drop forbidden!""]"	1	Fake Urgency and Scarcity
243	244	"[""Modified amount alert! Shop now before information technology ' s gone.""]"	1	Fake Urgency and Scarcity
244	245	"[""Hastiness! Our best deal won ' t final long.""]"	1	Fake Urgency and Scarcity
245	246	['Act now and receive a costless gift with purchase.']	1	Fake Urgency and Scarcity
246	247	"[""Get it before it ' s travel! Circumscribed pedigree uncommitted.""]"	1	Fake Urgency and Scarcity
247	248	"[""Don ' t postponement! Our sales event ends in vi hours.""]"	1	Fake Urgency and Scarcity
248	249	"[""Claim your discount before information technology ' s too later.""]"	1	Fake Urgency and Scarcity
249	250	['Last chance to save up big on select elan.']	1	Fake Urgency and Scarcity
250	251	['Urgent: Limited - time offer. Deed tight!']	1	Fake Urgency and Scarcity
251	252	['Limited stock warning signal! Shop like a shot and carry through.']	1	Fake Urgency and Scarcity
252	253	['Hurry! Our summer sale ending tonight.']	1	Fake Urgency and Scarcity
253	254	['Shop now and enjoy free transportation on all orders.']	1	Fake Urgency and Scarcity
254	255	"[""Preceptor ' mt miss out! Limited - clock time offer on our bestsellers.""]"	1	Fake Urgency and Scarcity
255	256	['Limited amount usable. Buy at once and save!']	1	Fake Urgency and Scarcity
256	257	['Deed right away and make 20% turned your first purchase.']	1	Fake Urgency and Scarcity
257	258	"[""Get it before information technology ' s gone! Special quantity uncommitted.""]"	1	Fake Urgency and Scarcity
258	259	"[""Pose it before information technology ' s gone!""]"	1	Fake Urgency and Scarcity
259	1012	['photoflash sales event | LIMITED TIME ONLY Shop class Now']	1	Urgency
264	975	['In demand']	1	Scarcity
266	1570	['Hurriedness! Only 2 leave in stock']	1	Scarcity
267	1617	['In Stock simply 3 left']	1	Scarcity
270	1199	['Hurry! Merely ii left']	1	Scarcity
272	1264	['ONLY 8 pull up stakes']	1	Scarcity
276	1739	['OUR BEST SELLING GOGGLE']	1	Misdirection
277	98	['one, 142 people get added to drag recently']	1	Social Proof
278	1438	['Limited Handiness']	1	Scarcity
279	449	"[""No thanks. Ane wear ' t alike free affair. ..""]"	1	Misdirection
282	284	['Michael in Pontiac, United Commonwealth purchased a']	1	Social Proof
285	4	['9 people be look at this.']	1	Social Proof
286	1082	['894 Claimed! Hurry, only a few left!']	1	Scarcity
287	255	['seventy seven PEOPLE LIKE THIS']	1	Social Proof
290	1073	['4 detail left']	1	Scarcity
291	495	['HURRY! scoop DEAL FOR YOU! unity 4: 4 pentad']	1	Urgency
292	718	['Offering ends in']	1	Urgency
293	25	['Another babe in Alexandria, United Country just ordered Flatcar Tummy Afternoon tea']	1	Social Proof
294	276	['Person in Boling Iago Texas United State Purchased Seek Soreness Sketch Patrick victor martindale white iPhone Case 5 hours ago']	1	Social Proof
298	126	['24 sold in last twenty four hour.']	1	Social Proof
302	1414	['Just sevener left in stock.']	1	Scarcity
306	35	['Mortal from Norway buy a Superintendent FG Grater - 12x Faster - 15% OFF']	1	Social Proof
310	1656	['1 in Stock']	1	Scarcity
312	1405	['Low Stock Alert: Alone eight left in stocktaking']	1	Scarcity
315	149	['IBKUL Solid state Mock Neck opening One half Zip Slipover purchased from Clinton, doc, US 1 minute ago']	1	Social Proof
318	432	"[""Single don ' t flavor lucky""]"	1	Misdirection
319	1673	['Only 3 detail depart']	1	Scarcity
321	146	['Somebody in Saint Kilda, Capital of seychelles purchase Frank Queen Size Bed Base']	1	Social Proof
323	214	['45 ADDED TO BAG IN THE PAST 24 60 minutes']	1	Social Proof
324	1147	['eighty seven% offering claimed. Hurry upward!']	1	Scarcity
325	1031	['HURRY! £ 32. ninety nine UK DELIVERY ENDS SOON']	1	Urgency
326	1289	['only when 3 LEFT']	1	Scarcity
327	1386	['8 item left']	1	Scarcity
328	137	['19 the great unwashed view this cartesian product per day']	1	Social Proof
330	1102	['96 ITEM (S) left field inch neckcloth!']	1	Scarcity
332	1138	['Only ane left In Stock']	1	Scarcity
333	1536	['Accessibility: Only 4 Allow!']	1	Scarcity
336	521	['Your order is reserve for 09: fifty four minutes!']	1	Urgency
340	1531	['This size have entirely 1 leave alone in stock']	1	Scarcity
343	157	['HOT PRODUCT All over 250 masses be looking at this item.']	1	Social Proof
344	478	"[""Ane assume ' deoxythymidine monophosphate want to save money""]"	1	Misdirection
345	1135	['haste! ONLY two left field IN STOCK!']	1	Scarcity
347	745	['DEAL end IN forty: lv: 13']	1	Urgency
348	216	['Someone bought: ballyhoo BLUE LARGE SPLAT KIDS leging']	1	Social Proof
349	1171	['Only i Left']	1	Scarcity
351	1250	['Only thirty three left']	1	Scarcity
354	1217	['Hurry, entirely a few left hand!']	1	Scarcity
356	1115	['Only if xi left!']	1	Scarcity
357	1404	['Hurry! Solely 6 leave in stock']	1	Scarcity
358	213	['40 users are currently combat ready on our website hardly now.']	1	Social Proof
364	1142	['90% offer take. Hastiness up!']	1	Scarcity
366	21	"['Mitchell H. Purchased a Dimplex IgniteXL 100 "" Linear Built in Electric automobile Hearth']"	1	Social Proof
368	215	['septet mass looked at this cartesian product in the lowest 24 hours.']	1	Social Proof
370	1292	['xviii In Stock']	1	Scarcity
371	171	['Someone in New Lynn buy a Kogan A1 Phone with Inline Control for IOS / Android one hour ago.']	1	Social Proof
372	668	['00: fifteen: 07: xlv']	1	Urgency
373	315	"[""No, I ' ll rather make up total price.""]"	1	Misdirection
374	1464	['Only nina from carolina Leftfield.']	1	Scarcity
377	59	['unity individual is viewing this']	1	Social Proof
378	510	['Your club is reserve for 09: 14 minute!']	1	Urgency
383	1024	['Circumscribed clock time remaining!']	1	Urgency
384	384	"[""No thanks, I ' ll pay entire leontyne price""]"	1	Misdirection
387	1447	['Merely 7 left in stock!']	1	Scarcity
388	1272	['Only 5 token (due south) leave behind.']	1	Scarcity
390	1652	['( exclusively 5 bequeath )']	1	Scarcity
399	400	"[""I ' ll Shop Without Ampere Deduction""]"	1	Misdirection
400	1477	['Only xi Left wing In Stock']	1	Scarcity
405	130	['Buy by thirty nine people in last few hour! HOT SELLER!']	1	Social Proof
407	494	['Your edict is reserved for 08: 48 minutes!']	1	Urgency
408	556	['eleven 11 Hours: 00 22 Moment: 3223 3223 Seconds']	1	Urgency
416	1247	['Only i Point (randomness) left']	1	Scarcity
417	583	['Deduction pending $ 10 OFF 00: 30: 00']	1	Urgency
419	1016	['Limited Metre: $ ten Off! Discount Reflected In Cost!']	1	Urgency
424	229	"[""IN xliii PEOPLE ' S SHOPPING travelling bag""]"	1	Social Proof
427	502	['Hurry up! Cost increase in nought DAYS 11 HRS 59 fukkianese 55 SECS']	1	Urgency
428	86	['claude bernard in Philadelphia, United States buy a']	1	Social Proof
429	368	['NO THANKS, Ane DON ’ T MIND MISSING extinct']	1	Misdirection
430	1198	['Hurry, only when 1 allow!']	1	Scarcity
431	1575	['Only xxvi Left']	1	Scarcity
432	178	['7 sold in last 24 hr']	1	Social Proof
434	771	['LAST probability - UP TO seventy% OFF - closing inch: 20 HRS 28 min 30 sec']	1	Urgency
438	825	['precipitation UP> 09H 42M 39S']	1	Urgency
442	91	['Someone in Sasebo, Japan just corrupt']	1	Social Proof
443	125	['eighty Customers be considering this product properly now.']	1	Social Proof
444	159	['eighty eight PEOPLE VIEWED ITEM IN THE LAST 24 time of day']	1	Social Proof
446	1235	['ONLY 2 leftfield IN livestock!']	1	Scarcity
447	1123	['Only few items leave alone in fund']	1	Scarcity
448	1535	['Only ane. 75 yard leave in stock!']	1	Scarcity
450	267	['71 people have purchase this particular']	1	Social Proof
451	1139	['Only ogdoad left']	1	Scarcity
452	1749	['Subscribe & Save']	1	Misdirection
454	79	['Long Dress Style Beach Cover Up With Lace Point Jessica in Metairie, United Land']	1	Social Proof
455	8	['Someone in Kilwinning, United Kingdom just bribe Cuban Linkup Chain Bracelet']	1	Social Proof
456	509	['00DAYS00HOURS14MINUTES21SECONDS']	1	Urgency
459	1659	['Rush! Only 1 exit in sizing M!!']	1	Scarcity
460	946	['Items in your cart are in high need.']	1	Scarcity
463	1639	['Limited stock certificate Entirely 2 left']	1	Scarcity
465	1209	['Over d left in stock']	1	Scarcity
468	199	['Hurry up! 6 the great unwashed other than you possess this product in their handcart']	1	Social Proof
470	1168	['1 left field']	1	Scarcity
471	252	['Leslie in USA just Purchased Exceptional Invention Exclusive Handmade Ash gray Ring']	1	Social Proof
474	344	['Atomic number 53 do not need to protect my item']	1	Misdirection
475	1713	"[""Add to Your Gift and We ' ll Ship information technology For Costless!""]"	1	Misdirection
481	84	['25, 439 people throw view this item']	1	Social Proof
482	379	['No thanks Ane definitely measured right']	1	Misdirection
483	181	['lvii PEOPLE HAVE LOOKED atomic number 85 THIS TODAY']	1	Social Proof
484	65	['Theresa from Botkins just corrupt Panoply 14918 A - stock Lace Formal Frock']	1	Social Proof
486	1718	['Before you suss out verboten, tin can we tempt you?']	1	Misdirection
489	904	['When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly fundament and you are automatically enrolled in our recurring billing program. You may invalidate at any metre by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and / or serving ). For customers charged on a monthly basis, if you have purchased products or used services employ your PetPlus benefits, we will charge a $ 25 administrative fee per membership cancellation if the membership is cancelled within three months of enrolment.']	1	Obstruction
492	1332	['Limited measure remaining']	1	Scarcity
494	1686	['128 sell today! Hurry, only if a few left field!']	1	Scarcity
495	303	['little joe people be looking at this right now.']	1	Social Proof
496	335	['No thanks, One dont want a discount rate']	1	Misdirection
497	235	['Someone from Portland, United State (u) purchased MODALERT recently.']	1	Social Proof
498	1042	['Circumscribed Time Offer Express Offer! xv% off on Naomi Family with Coupon 9N03. You pay $ sixty three. 74']	1	Urgency
499	151	['two multitude are viewing this']	1	Social Proof
500	1605	['hastiness! ONLY ane IN broth!']	1	Scarcity
505	1681	['LAST prospect TO ACTIVATE decade% OFF']	1	Scarcity
506	485	['Your order is reserved for 09: forty five minutes!']	1	Urgency
507	1263	['only 5 allow for']	1	Scarcity
508	43	['lxxviii Person looking for this product']	1	Social Proof
510	259	['227 Bought Already']	1	Social Proof
513	1368	['Rush! Only Limited Items Left hand']	1	Scarcity
515	941	"[""Strong requirement! Staring your order before information technology ' s too late!""]"	1	Scarcity
516	550	['Your order be reserved for 09: 56 minutes!']	1	Urgency
517	48	['Sudha rana from Jaipur buy this mathematical product, xxiii Mins ago.']	1	Social Proof
519	308	['6 others get already bought this trade today!']	1	Social Proof
520	896	"['"" No Worry "" Membership Renewal We will bill your deferred payment card on file at the introductory rate of $ 2. 99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you \' ll be billed at the regular monthly rate of $ 3. 99 per calendar month. If you don \' t want your membership renewed, simply contact us and we will cancel your subscription. You will constitute return for the current month \' s membership fee, less any membership savings you take received. Exclusive Toll - Free Hotline Number Because we want your calls to draw top priority, we have a special number for Value Club members only: i - 800 - 648 - 4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.']"	1	Obstruction
522	1004	"['special clock time crack 10% OFF - ENTER CODE \\ "" case \\ "" AT checkout counter']"	1	Urgency
524	250	['GRACE from ORLANDO, United States bought Camo Jumpsuit 31 minutes ago']	1	Social Proof
525	142	['Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ship every 1 Months) about forty five minute of arc ago']	1	Social Proof
527	1691	['803 Claimed! Haste, just a few left!']	1	Scarcity
528	64	['Monira in Doha, State of qatar purchased a LilyVanity ™ Velvet Box']	1	Social Proof
529	1186	['Only two go away!']	1	Scarcity
530	141	['3 PEOPLE consider']	1	Social Proof
531	360	['No thanks, I ’ d kinda compensate replete damage.']	1	Misdirection
537	1766	['Ship Insurance Remove Insurance']	1	Sneaking
542	443	['No thanks. I don ’ thyroxine want deal.']	1	Misdirection
547	1717	['Hyperkinetic syndrome and save!']	1	Misdirection
550	212	['RECENTLY VIEWED deuce others viewed this in the last place few hour']	1	Social Proof
551	179	['deuce viewed per hour']	1	Social Proof
552	133	['1 former customers have this item in their shopping cart']	1	Social Proof
553	1408	['ONLY Amp FEW LEFT IN breed']	1	Scarcity
554	646	['1day21: 04: 58']	1	Urgency
556	1348	['Stock Low gear: six point left.']	1	Scarcity
557	374	"[""no more, One ' LL PAY FULL leontyne price""]"	1	Misdirection
559	1533	['HURRY, sir david alexander cecil low atomic number 49 STOCK!']	1	Scarcity
560	1144	['Only four copy left']	1	Scarcity
561	1424	['two LEFT']	1	Scarcity
563	605	['ii DAYS 13: 06: thirteen']	1	Urgency
565	162	['5338 citizenry bought this']	1	Social Proof
566	1103	['2 left in blood line']	1	Scarcity
569	99	['6, 743 mass give birth viewed recently']	1	Social Proof
570	932	['Selling fasting!']	1	Scarcity
572	1039	['ON sales event: Select Seasonal worker Thyroxine - Shirts alone $ 19. 99! Modified time only! Save Now!']	1	Urgency
576	56	['111 citizenry let purchased this item']	1	Social Proof
578	675	['Your order constitute reserved for 09: lviii minutes!']	1	Urgency
580	1027	['LIMITED TIME! - Save $ 5 OFF Society $ lxx + Voucher: SAVE5 - summation - Free Natural endowment on Lodge $ one hundred twenty five +']	1	Urgency
581	930	['1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red + Lite, Unlimited, Red + Essentials and Red + until the 8th of August 2019. Going fee of $ 60 applies if you exit or transfer your plan before half a dozen months. Plan exit fees may also apply. Netflix Offering: One yr Netflix ‘ Standard ’ plan ($ 14. 99 a calendar month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.']	1	Sneaking
583	73	['1626 people seeing this ware decent nowadays']	1	Social Proof
588	1357	['Only ane left in Bloodline']	1	Scarcity
590	520	['zero Days two Hours 57 Minutes 53 Mo']	1	Urgency
591	3	['Sharmeen Atif From Karachi just bought Stylish Metal Methamphetamine Frames For Kids - Assort - NA7157']	1	Social Proof
592	1189	['Alone 34 Forget!']	1	Scarcity
593	105	['William in Pago Pago, United Department of state purchased a']	1	Social Proof
594	361	['No thanks, I wear ’ tonne like fun and games.']	1	Misdirection
595	1704	['PROTECT YOUR SOFA! Your Humblebum Couch in Thatched roof house fabric will look skanky! Wherefore not add Castelan Fabric Protection to cover your new squish machine against wine colored spillages, messy TV dinners, and other disasters for just just £ 80?']	1	Misdirection
599	793	['hurriedness, monastic order WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING * EXCL SALE & BEAUTY ENTER: DOLL35']	1	Urgency
602	795	['LAST CHANCE TO SAVE. .. enter your electronic mail to Save 20% on your first order 00 60 minutes: twenty nine minutes: 43 moment']	1	Urgency
603	654	['OFFER EXPIRES IN: YES nobelium Want 10% Sour Your First Order? 7 min 35 mo']	1	Urgency
605	232	['113 mass consume viewed in the last 24hrs']	1	Social Proof
607	66	['Jamie in Nashville, United States purchase']	1	Social Proof
608	163	['Denise in Saluda, Va bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown']	1	Social Proof
609	203	"[""Preceptor ' t omit come out of the closet! We ' ve sold thirty eight in the last few days.""]"	1	Social Proof
610	355	['No, give thanks you. Ace prefer to pay the good price']	1	Misdirection
611	420	"[""No Thanks, I assume ' t like undivided wad.""]"	1	Misdirection
615	322	"[""No thanks, Atomic number 53 ' d corresponding 0% cancelled""]"	1	Misdirection
619	1786	['Uncheck the boxwood if you prefer not to receive email update.']	1	Misdirection
621	407	"[""No Thanks, 1 Put on ' deoxythymidine monophosphate Want a Free Gift""]"	1	Misdirection
623	953	['This token is in mellow requirement.']	1	Scarcity
627	1084	['ONLY single LEFT! beat IT NOW!']	1	Scarcity
628	156	['Our most recent customers be from New Rochelle, Roseville, and Brooksville']	1	Social Proof
631	1379	['solely 4 LEFT']	1	Scarcity
632	1338	['Limited measure!']	1	Scarcity
633	1711	"[""DON ' Deoxythymidine monophosphate MISS ON THESE AWESOME point / DON ' T misfire ON OUR TABLE DECORATION scheme""]"	1	Misdirection
634	1325	['Hastiness! Only xv left!']	1	Scarcity
